Precipitation_mm_hr,Stream_Discharge_mm_hr,Evapotranspiration_mm_hr,Soil_mm,Snow_mm,Air_Temperature_celsius,streamflow_cfs,Air_Pressure,Relative_Humidity,Wind_Speed,Wind_Direction,Solar_Radiation
0,0,0,49,15,91,0,82,112,12,11,0
0,0,0,49,15,90,0,81,115,14,8,0
0,0,0,49,15,91,0,81,113,12,9,0
0,0,0,49,15,91,0,81,113,14,5,0
0,0,0,49,15,90,0,81,115,11,11,0
0,0,2,49,15,91,0,81,115,12,12,4
0,0,6,49,15,93,0,82,113,4,35,15
0,0,23,49,15,98,0,82,101,3,47,46
0,0,39,49,15,104,0,81,83,5,57,64
0,0,48,49,15,107,0,81,74,13,60,72
0,0,52,48,15,108,0,80,67,14,62,75
0,0,61,48,15,110,0,79,59,15,67,84
0,0,51,48,15,110,0,77,61,12,81,71
0,0,25,48,15,107,0,76,76,14,86,38
0,0,11,48,15,105,0,75,85,18,46,17
0,0,7,48,15,103,0,74,96,14,6,11
0,0,2,48,15,100,0,74,104,16,12,3
0,0,0,48,15,97,0,74,106,19,13,0
0,0,0,48,15,97,0,75,107,18,10,0
0,0,0,48,15,96,0,75,110,15,8,0
0,0,0,48,15,96,0,75,111,15,9,0
0,0,0,48,15,95,0,74,112,15,9,0
0,0,0,49,15,94,0,74,114,12,14,0
0,0,0,49,15,95,0,73,112,9,13,0
0,0,0,48,15,94,0,72,110,13,13,0
0,0,0,49,15,94,0,71,110,13,7,0
0,0,0,49,15,94,0,71,109,14,8,0
0,0,0,49,15,93,0,71,108,17,8,0
0,0,0,48,15,92,0,71,110,16,11,0
0,0,1,48,15,93,0,71,111,17,18,3
0,0,4,48,15,95,0,71,110,18,16,9
0,0,25,48,15,97,0,71,100,7,54,49
0,0,41,48,15,103,0,71,84,15,65,70
0,0,56,48,15,108,0,70,72,16,64,82
0,0,64,48,15,110,0,69,62,19,74,89
0,0,61,48,15,111,0,68,62,18,72,83
0,0,34,48,15,107,0,67,67,12,69,50
0,0,26,48,15,107,0,66,69,11,80,38
0,0,5,47,15,104,0,66,89,16,78,8
0,0,4,48,15,103,0,66,91,14,51,6
0,0,1,48,15,99,0,66,97,17,13,2
0,0,0,47,15,96,0,66,100,21,13,0
0,0,0,47,15,94,0,67,102,23,16,0
0,0,0,48,15,94,0,68,103,21,16,0
0,0,0,48,15,92,0,68,107,22,14,0
0,0,0,48,15,91,0,68,108,27,16,0
0,0,0,48,15,92,0,68,105,27,23,0
0,0,0,48,15,91,0,68,106,25,17,0
0,0,0,48,15,92,0,68,108,25,29,0
0,0,0,48,15,91,0,69,108,21,19,0
0,0,0,47,15,89,0,69,110,16,11,0
0,0,0,47,15,88,0,71,112,11,32,0
0,0,0,48,15,89,0,71,107,9,68,0
0,0,1,47,15,89,0,72,109,11,19,3
0,0,2,47,15,90,0,73,113,6,69,6
0,0,14,48,15,94,0,73,102,8,63,30
0,0,29,47,15,98,0,73,90,16,62,56
0,0,34,47,15,100,0,73,86,16,56,62
0,0,40,47,15,101,0,73,82,18,60,70
0,0,52,47,15,103,0,72,70,20,69,86
0,0,35,47,15,102,0,71,75,21,64,59
0,0,24,47,15,100,0,71,88,18,75,44
0,0,6,46,15,99,0,71,87,19,71,11
0,0,3,47,15,97,0,71,94,22,78,5
0,0,1,47,15,93,0,73,102,11,45,2
0,0,0,47,15,89,0,74,113,13,18,0
0,0,0,47,15,87,0,75,118,14,17,0
0,0,0,47,15,88,0,76,111,14,91,0
0,0,0,47,15,86,0,77,111,9,53,0
0,0,0,47,15,85,0,76,113,13,21,0
0,0,0,47,15,84,0,76,113,16,32,0
0,0,0,47,15,86,0,76,106,11,58,0
0,0,0,47,15,85,0,76,107,5,32,0
0,0,0,47,15,84,0,75,107,5,26,0
0,0,0,47,15,85,0,75,107,14,22,0
0,0,0,47,15,83,0,74,112,3,57,0
0,0,0,47,15,83,0,75,115,5,16,0
0,0,0,47,15,82,0,76,121,1,25,1
0,0,2,47,15,84,0,76,118,2,42,7
0,0,7,47,15,86,0,77,111,10,64,19
0,0,9,47,15,87,0,77,101,10,71,22
0,0,17,47,15,91,0,76,89,14,69,40
0,0,25,47,15,93,0,75,77,14,74,55
0,0,20,47,15,93,0,74,82,14,64,45
0,0,18,47,15,93,0,73,78,14,66,40
0,0,13,47,15,91,0,73,91,12,60,29
0,0,8,47,15,90,0,73,96,10,58,20
0,0,3,46,15,87,0,73,104,7,47,8
0,0,0,46,15,85,0,73,106,5,23,1
0,0,0,46,15,84,0,74,109,3,41,0
0,0,0,47,15,84,0,74,113,2,38,0
0,0,0,46,15,83,0,74,117,1,93,0
0,0,0,47,15,82,0,75,121,0,57,0
0,0,0,46,15,81,0,74,123,3,25,0
0,0,0,47,15,81,0,74,123,0,49,0
0,0,0,47,15,81,0,74,124,0,57,0
0,0,0,47,15,82,0,74,123,1,28,0
0,0,0,47,15,81,0,73,119,1,39,0
0,0,0,47,15,80,0,73,125,0,64,0
0,0,0,46,15,81,0,73,121,0,73,0
0,0,0,46,15,81,0,74,119,2,57,0
0,0,0,47,15,81,0,75,119,1,47,2
0,0,3,47,15,83,0,75,108,4,45,11
0,0,16,47,15,87,0,76,93,13,62,41
0,0,25,47,15,89,0,77,82,19,65,62
0,0,8,47,15,87,0,77,95,12,73,22
0,0,12,46,15,89,0,77,88,9,73,31
0,0,25,47,15,92,0,76,79,17,79,57
0,0,12,46,15,90,0,76,79,14,82,29
0,0,13,46,15,90,0,75,82,23,66,31
0,0,7,46,15,89,0,76,85,11,74,16
0,0,3,46,15,87,0,76,88,13,95,8
0,0,0,46,15,84,0,77,99,10,58,1
0,0,0,46,15,80,0,77,110,12,23,0
0,0,0,46,15,79,0,78,117,10,64,0
0,0,0,46,15,76,0,79,122,16,17,0
0,0,0,47,15,76,0,79,122,15,13,0
0,0,0,46,15,75,0,80,120,18,17,0
0,0,0,46,15,74,0,79,118,22,17,0
0,0,0,46,15,75,0,79,115,19,16,0
0,0,0,46,15,74,0,79,115,17,10,0
0,0,0,46,15,73,0,78,113,19,10,0
0,0,0,46,15,73,0,78,112,16,9,0
0,0,0,46,15,74,0,78,113,17,10,0
0,0,0,46,15,73,0,78,115,14,16,0
0,0,1,46,15,74,0,79,116,18,13,5
0,0,3,46,15,76,0,79,116,5,37,12
0,0,10,46,15,80,0,80,102,6,57,31
0,0,14,46,15,83,0,81,99,10,60,41
0,0,21,46,15,85,0,80,88,16,60,56
0,0,17,46,15,87,0,79,86,18,74,43
0,0,15,45,15,87,0,79,88,19,84,38
0,0,17,46,15,89,0,78,82,19,81,41
0,0,9,46,15,87,0,77,89,15,74,24
0,0,5,46,15,86,0,77,97,10,85,14
0,0,2,46,15,85,0,77,98,9,65,6
0,0,0,45,15,83,0,78,110,4,55,1
0,0,0,46,15,81,0,78,115,7,15,0
0,0,0,46,15,81,0,79,115,8,33,0
0,0,0,45,15,81,0,80,118,10,83,0
0,0,0,45,15,80,0,80,121,6,64,0
0,0,0,46,15,80,0,80,119,2,78,0
0,0,0,46,15,79,0,81,118,0,21,0
0,0,0,46,15,77,0,81,118,5,14,0
0,0,0,46,15,74,0,81,119,14,11,0
0,0,0,45,15,72,0,81,121,20,14,0
0,0,0,46,15,71,0,81,123,17,11,0
0,0,0,45,15,71,0,82,125,15,11,0
0,0,0,46,15,74,0,83,125,10,9,0
0,0,0,46,15,76,0,84,125,3,35,2
0,0,2,46,15,78,0,84,120,5,51,7
0,0,9,46,15,81,0,85,108,8,71,30
0,0,10,45,15,82,0,85,101,11,65,29
0,0,10,45,15,84,0,85,98,12,69,29
0,0,33,45,15,89,0,84,71,24,75,80
0,0,15,45,15,87,0,83,80,23,68,37
0,0,12,46,15,87,0,83,81,21,70,31
0,0,9,46,15,87,0,83,84,22,76,22
0,0,6,45,15,86,0,83,87,18,85,16
0,0,2,45,15,85,0,83,93,19,83,6
0,0,0,46,15,83,0,83,102,10,74,1
0,0,0,45,15,81,0,83,109,9,68,0
0,0,0,45,15,81,0,85,110,20,87,0
0,0,0,45,15,79,0,86,110,19,62,0
0,0,0,45,15,78,0,86,108,18,61,0
0,0,0,45,15,75,0,86,111,14,18,0
0,0,0,45,15,73,0,86,118,17,17,0
0,0,0,45,15,72,0,85,120,16,17,0
0,0,0,45,15,73,0,84,119,8,17,0
0,0,0,45,15,74,0,85,118,4,13,0
0,0,0,45,15,75,0,84,116,9,35,0
0,0,0,45,15,75,0,84,114,2,34,0
0,0,0,45,15,75,0,85,116,6,13,0
0,0,0,45,15,76,0,86,116,6,40,1
0,0,0,45,15,77,0,87,113,6,93,2
0,0,1,45,15,78,0,88,116,13,76,4
0,0,1,45,15,78,0,88,120,16,93,5
3,0,2,45,15,77,0,88,126,10,93,7
3,0,3,45,15,77,0,87,127,12,95,13
0,0,4,46,15,78,0,88,126,13,79,16
0,0,2,45,15,78,0,87,126,14,82,8
0,0,1,45,15,78,0,87,127,10,98,5
0,0,1,45,15,79,0,86,127,18,95,4
0,0,0,45,15,79,0,86,127,16,98,2
0,0,0,45,15,78,0,85,127,17,99,0
0,0,0,45,15,78,0,85,127,16,106,0
0,0,0,46,15,79,0,85,127,8,85,0
3,0,0,45,15,79,0,85,127,11,84,0
7,0,0,46,15,79,0,85,127,10,80,0
2,0,0,49,15,79,0,84,127,15,79,0
6,0,0,51,15,79,0,83,127,13,83,0
13,0,0,51,15,78,0,83,127,11,88,0
9,0,0,56,15,78,0,83,127,10,75,0
10,1,0,62,15,78,1,82,127,10,69,0
11,1,0,73,15,78,1,81,127,8,70,0
11,1,0,82,15,78,1,81,127,8,81,0
9,2,0,85,15,79,2,81,127,6,83,0
4,2,0,86,15,79,2,80,127,14,96,0
21,4,0,86,15,79,4,80,127,12,70,0
9,5,1,95,15,79,5,80,127,4,63,3
29,9,1,97,15,80,9,80,127,1,56,3
19,17,1,102,15,80,17,79,127,2,68,5
17,19,2,100,15,81,19,77,127,3,74,6
11,23,4,103,15,82,23,77,127,0,61,13
4,19,3,101,15,82,19,75,127,0,70,11
4,15,2,99,15,83,15,74,127,0,57,7
13,15,1,99,15,83,15,73,127,0,62,4
3,18,1,102,15,82,18,74,127,2,35,4
0,16,0,99,15,82,16,72,127,5,33,0
0,13,0,97,15,82,13,72,127,3,25,0
0,11,0,95,15,81,11,73,127,8,14,0
0,10,0,93,15,81,10,73,127,12,14,0
0,8,0,92,15,80,8,73,127,10,17,0
0,7,0,91,15,80,7,73,127,13,15,0
0,6,0,91,15,79,6,73,127,21,11,0
0,6,0,91,15,78,6,72,127,9,32,0
0,5,0,89,15,78,5,72,127,12,22,0
0,5,0,89,15,78,5,73,127,9,25,0
0,4,0,88,15,76,4,72,127,3,32,0
0,4,0,87,15,76,4,72,127,6,32,0
0,3,0,86,15,76,3,72,127,9,17,0
0,3,0,86,15,76,3,74,127,12,17,1
0,3,2,86,15,79,3,74,127,17,24,9
0,3,15,85,15,83,3,74,127,10,37,45
0,2,30,85,15,90,2,74,110,10,60,74
0,2,24,84,15,91,2,73,98,17,66,57
0,2,29,84,15,94,2,72,88,14,61,61
0,2,39,83,15,97,2,71,72,20,62,77
0,2,39,83,15,97,2,70,66,23,72,77
0,2,21,83,15,94,2,70,85,25,72,44
0,2,2,82,15,93,2,70,93,18,80,4
0,1,1,82,15,89,1,70,108,18,85,2
0,1,0,82,15,86,1,71,118,26,20,0
0,1,0,81,15,84,1,72,119,29,2,0
0,1,0,81,15,83,1,73,121,20,11,0
0,1,0,81,15,81,1,73,121,16,12,0
0,1,0,81,15,80,1,74,123,19,9,0
0,1,0,81,15,79,1,75,124,15,8,0
0,1,0,80,15,80,1,76,126,18,10,0
0,1,0,80,15,80,1,76,127,9,9,0
0,1,0,80,15,80,1,76,127,12,13,0
0,1,0,80,15,79,1,76,127,13,10,0
0,1,0,80,15,79,1,75,127,14,8,0
0,1,0,80,15,78,1,75,127,15,10,0
0,1,0,80,15,78,1,75,127,11,10,0
0,1,0,80,15,79,1,76,127,14,8,2
0,1,3,79,15,81,1,76,126,6,19,11
0,1,11,80,15,85,1,76,119,1,44,31
0,1,22,80,15,89,1,76,103,10,72,56
0,1,34,80,15,92,1,76,90,14,54,77
0,1,33,79,15,94,1,76,86,17,74,70
0,0,19,79,15,93,0,75,95,13,80,42
0,0,28,80,15,94,0,74,78,11,75,60
0,0,23,79,15,95,0,73,84,16,69,47
0,0,3,79,15,92,0,72,104,16,76,6
0,0,3,79,15,91,0,72,112,17,14,7
0,0,0,79,15,88,0,73,118,16,8,1
0,0,0,78,15,85,0,73,122,20,14,0
0,0,0,78,15,84,0,74,124,18,9,0
0,0,0,78,15,84,0,74,124,15,11,0
0,0,0,78,15,85,0,75,124,12,38,0
0,0,0,79,15,84,0,75,126,15,67,0
0,0,0,78,15,83,0,76,127,8,63,0
0,0,0,78,15,82,0,76,127,6,55,0
0,0,0,78,15,82,0,76,127,3,42,0
0,0,0,78,15,81,0,76,127,3,48,0
0,0,0,78,15,81,0,76,127,0,45,0
0,0,0,79,15,81,0,76,127,2,67,0
0,0,0,79,15,81,0,76,127,2,69,0
0,0,0,78,15,81,0,76,127,0,74,1
0,0,2,78,15,82,0,76,127,5,75,6
0,0,5,78,15,82,0,76,127,4,67,16
0,0,14,78,15,84,0,76,121,11,58,41
0,0,35,78,15,90,0,76,90,16,59,83
0,0,39,79,15,95,0,75,85,19,59,82
0,0,22,78,15,96,0,74,89,14,76,45
0,0,11,78,15,94,0,72,91,11,56,24
0,0,8,78,15,94,0,71,95,14,70,16
0,0,5,78,15,93,0,71,108,14,46,11
0,0,2,78,15,91,0,71,112,14,47,5
0,0,0,78,15,88,0,71,119,13,36,1
0,0,0,78,15,86,0,72,123,15,14,0
0,0,0,78,15,83,0,73,126,14,9,0
0,0,0,78,15,83,0,73,127,16,9,0
0,0,0,78,15,82,0,73,127,15,11,0
0,0,0,78,15,82,0,74,127,14,9,0
0,0,0,78,15,82,0,74,127,15,8,0
0,0,0,78,15,82,0,73,127,13,20,0
0,0,0,78,15,83,0,73,126,16,19,0
0,0,0,78,15,82,0,73,127,3,40,0
0,0,0,78,15,82,0,73,127,3,29,0
0,0,0,78,15,82,0,74,127,9,26,0
0,0,0,78,15,82,0,75,127,11,16,0
0,0,0,78,15,82,0,76,127,15,14,1
0,0,2,78,15,84,0,77,125,16,21,7
0,0,17,78,15,88,0,78,114,13,32,43
0,0,32,78,15,94,0,78,95,11,60,70
0,0,44,77,15,100,0,78,74,21,81,80
0,0,52,78,15,104,0,77,69,20,77,85
0,0,50,77,15,103,0,76,58,17,74,83
0,0,47,77,15,102,0,75,60,15,69,81
0,0,16,77,15,99,0,75,83,15,75,29
0,0,5,77,15,96,0,75,101,9,50,10
0,0,3,77,15,94,0,75,106,13,2,7
0,0,1,77,15,93,0,75,112,13,10,1
0,0,0,77,15,91,0,76,114,14,12,0
0,0,0,77,15,90,0,77,114,15,13,0
0,0,0,77,15,90,0,78,115,13,12,0
0,0,0,77,15,90,0,79,117,11,8,0
0,0,0,77,15,88,0,79,120,12,15,0
0,0,0,77,15,87,0,79,124,15,16,0
0,0,0,77,15,86,0,79,125,15,14,0
0,0,0,77,15,86,0,79,123,13,14,0
0,0,0,77,15,86,0,79,122,9,13,0
0,0,0,77,15,84,0,79,123,16,13,0
0,0,0,77,15,82,0,79,125,16,10,0
0,0,0,77,15,82,0,80,126,15,14,0
0,0,0,77,15,82,0,81,126,6,17,2
0,0,3,77,15,83,0,81,122,14,26,8
0,0,18,77,15,88,0,81,104,10,58,46
0,0,25,77,15,90,0,82,87,15,55,61
0,0,22,77,15,91,0,81,86,24,63,52
0,0,22,77,15,91,0,81,85,22,74,52
0,0,34,77,15,92,0,80,73,25,79,76
0,0,25,76,15,91,0,79,82,23,74,60
0,0,7,76,15,88,0,79,97,19,81,18
0,0,5,76,15,87,0,78,96,19,84,13
0,0,2,76,15,86,0,77,105,12,87,5
0,0,0,76,15,84,0,77,111,10,97,0
0,0,0,76,15,82,0,78,114,12,86,0
0,0,0,76,15,80,0,78,115,6,59,0
0,0,0,76,15,80,0,78,114,11,91,0
0,0,0,77,15,77,0,79,121,4,48,0
0,0,0,76,15,75,0,78,125,9,18,0
0,0,0,76,15,76,0,77,126,9,18,0
0,0,0,76,15,75,0,77,124,9,15,0
0,0,0,76,15,75,0,76,122,11,20,0
0,0,0,76,15,76,0,76,119,5,12,0
0,0,0,76,15,75,0,75,119,8,15,0
0,0,0,76,15,71,0,75,125,16,12,0
0,0,0,76,15,71,0,75,126,17,12,0
0,0,0,76,15,73,0,75,125,10,17,3
0,0,2,76,15,75,0,75,120,3,59,8
0,0,6,76,15,77,0,76,109,7,60,22
0,0,8,76,15,79,0,76,101,14,67,27
0,0,13,76,15,82,0,76,90,14,66,39
0,0,13,76,15,83,0,75,90,19,74,38
0,0,9,76,15,83,0,74,90,19,78,28
0,0,8,76,15,83,0,73,92,18,74,23
0,0,6,76,15,83,0,73,94,12,71,18
0,0,5,76,15,83,0,72,99,11,82,15
0,0,1,76,15,81,0,72,108,15,91,4
0,0,0,76,15,78,0,72,118,12,31,0
0,0,0,76,15,77,0,72,122,16,13,0
0,0,0,76,15,78,0,73,122,10,13,0
0,0,0,76,15,79,0,74,122,6,11,0
0,0,0,76,15,79,0,74,122,2,56,0
0,0,0,76,15,78,0,74,122,3,63,0
0,0,0,76,15,78,0,75,124,4,94,0
0,0,0,76,15,77,0,75,125,0,81,0
0,0,0,76,15,78,0,75,126,0,92,0
0,0,0,76,15,78,0,75,126,1,76,0
0,0,0,76,15,77,0,75,127,0,110,0
0,0,0,76,15,78,0,75,127,0,70,0
0,0,0,76,15,78,0,76,127,0,64,0
0,0,0,76,15,78,0,77,127,0,46,1
0,0,2,76,15,79,0,77,124,0,67,8
0,0,15,76,15,84,0,78,110,11,61,43
0,0,25,76,15,90,0,78,97,18,69,62
0,0,29,76,15,91,0,77,87,20,64,68
0,0,22,76,15,92,0,77,81,18,68,50
0,0,37,76,15,97,0,76,61,28,62,73
0,0,32,76,15,96,0,75,55,21,68,66
0,0,17,76,15,94,0,75,65,14,69,35
0,0,3,75,15,93,0,75,81,10,75,7
0,0,1,76,15,89,0,75,88,22,7,3
0,0,0,75,15,85,0,77,95,22,10,0
0,0,0,75,15,83,0,77,100,29,15,0
0,0,0,76,15,82,0,78,101,21,13,0
0,0,0,75,15,81,0,79,100,22,11,0
0,0,0,75,15,81,0,80,98,23,15,0
0,0,0,75,15,80,0,82,101,19,16,0
0,0,0,75,15,79,0,82,107,15,19,0
0,0,0,75,15,80,0,82,107,16,12,0
0,0,0,75,15,79,0,83,107,20,11,0
0,0,0,75,15,78,0,83,110,17,25,0
0,0,0,75,15,79,0,83,111,19,13,0
0,0,0,75,15,79,0,83,112,12,15,0
0,0,0,75,15,79,0,84,113,11,21,0
0,0,0,75,15,79,0,85,113,12,15,2
0,0,3,75,15,80,0,86,114,6,35,9
0,0,8,75,15,84,0,87,110,5,47,23
0,0,20,75,15,90,0,86,85,8,52,49
0,0,26,75,15,94,0,85,68,12,65,55
0,0,32,75,15,97,0,85,64,17,66,65
0,0,31,74,15,97,0,83,61,18,83,62
0,0,23,75,15,95,0,82,64,16,84,47
0,0,15,74,15,95,0,81,75,17,78,32
0,0,2,74,15,93,0,80,84,20,81,5
0,0,1,75,15,90,0,80,98,20,99,2
0,0,0,75,15,86,0,80,111,17,11,0
0,0,0,74,15,85,0,80,116,20,13,0
0,0,0,74,15,84,0,81,119,21,11,0
0,0,0,74,15,83,0,80,120,19,6,0
0,0,0,74,15,82,0,80,122,19,11,0
0,0,0,74,15,81,0,80,125,12,10,0
0,0,0,74,15,82,0,80,124,14,12,0
0,0,0,74,15,82,0,80,126,3,56,0
2,0,0,74,15,82,0,79,125,19,48,0
1,0,0,74,15,80,0,79,127,24,68,0
0,0,0,74,15,80,0,78,127,29,53,0
0,0,0,74,15,80,0,77,124,26,62,0
0,0,0,74,15,80,0,79,122,22,64,0
1,0,0,74,15,79,0,81,126,20,75,0
0,0,1,75,15,78,0,80,127,12,48,6
0,0,12,74,15,81,0,80,117,24,51,37
0,0,23,75,15,86,0,81,95,35,62,63
0,0,31,75,15,88,0,81,74,37,71,78
0,0,35,75,15,90,0,81,64,33,72,85
0,0,31,75,15,89,0,80,56,38,67,76
0,0,26,74,15,90,0,80,61,38,68,62
0,0,7,74,15,87,0,80,76,28,73,17
0,0,2,74,15,87,0,80,76,26,68,4
0,0,1,74,15,85,0,80,75,24,75,2
0,0,0,74,15,81,0,80,85,20,70,0
0,0,0,74,15,75,0,82,102,14,33,0
0,0,0,74,15,73,0,82,106,14,42,0
0,0,0,74,15,74,0,83,105,21,59,0
0,0,0,74,15,74,0,83,106,21,67,0
0,0,0,74,15,73,0,83,108,23,62,0
0,0,0,74,15,72,0,82,106,22,90,0
0,0,0,74,15,71,0,82,106,22,98,0
0,0,0,74,15,71,0,82,105,22,66,0
0,0,0,74,15,72,0,81,103,26,19,0
0,0,0,74,15,71,0,81,110,18,5,0
0,0,0,74,15,70,0,81,114,4,43,0
0,0,0,74,15,68,0,81,117,6,29,0
0,0,0,74,15,68,0,80,118,9,13,1
0,0,1,74,15,68,0,81,116,7,38,6
0,0,9,74,15,74,0,82,102,4,47,36
0,0,20,74,15,79,0,82,80,15,61,66
0,0,27,74,15,84,0,81,72,20,64,79
0,0,33,74,15,88,0,78,62,21,65,84
0,0,29,74,15,87,0,76,61,22,67,75
0,0,26,74,15,86,0,74,60,18,77,69
0,0,10,74,15,86,0,74,69,15,72,28
0,0,2,74,15,84,0,72,77,20,75,4
0,0,1,74,15,81,0,71,89,20,82,2
0,0,0,74,15,76,0,71,106,14,24,0
0,0,0,74,15,75,0,70,111,21,35,0
0,0,0,74,15,76,0,70,112,17,92,0
0,0,0,74,15,76,0,69,117,18,100,0
0,0,0,74,15,76,0,69,119,19,91,0
0,0,0,74,15,75,0,70,122,16,72,0
0,0,0,74,15,73,0,71,126,12,81,0
0,0,0,74,15,73,0,69,127,5,76,0
0,0,0,74,15,73,0,68,126,0,78,0
0,0,0,74,15,73,0,66,126,1,54,0
0,0,0,74,15,74,0,65,127,8,60,0
0,0,0,74,15,74,0,64,127,12,87,0
11,0,0,74,15,75,0,62,127,2,64,0
13,0,0,75,15,75,0,61,127,2,35,0
6,0,0,82,15,75,0,61,127,1,44,0
3,0,0,83,15,75,0,61,127,12,74,2
1,1,1,84,15,75,1,61,127,9,82,4
0,1,2,84,15,75,1,61,127,11,73,7
0,1,3,85,15,76,1,60,127,3,82,10
3,1,1,84,15,77,1,60,127,1,78,6
0,1,3,84,15,78,1,58,127,0,61,12
0,1,2,85,15,78,1,58,126,0,22,7
0,1,1,85,15,79,1,58,127,0,39,5
0,1,0,85,15,78,1,58,127,1,57,1
0,1,0,85,15,78,1,59,127,0,48,0
0,1,0,85,15,77,1,59,127,5,28,0
0,1,0,84,15,75,1,59,127,15,32,0
0,1,0,83,15,74,1,58,127,16,9,0
0,1,0,83,15,73,1,59,127,21,13,0
0,1,0,83,15,74,1,59,127,11,36,0
2,1,0,83,15,74,1,59,127,1,67,0
0,0,0,83,15,73,0,59,127,16,51,0
0,0,0,82,15,70,0,60,126,23,40,0
0,0,0,82,15,69,0,60,122,22,55,0
0,0,0,82,15,68,0,59,112,22,61,0
0,0,0,83,15,65,0,60,115,21,30,0
0,0,0,82,15,64,0,60,118,24,26,0
0,0,0,82,15,65,0,60,117,17,50,1
0,0,1,81,15,67,0,61,111,20,55,5
0,0,7,81,15,70,0,61,99,33,63,30
0,0,18,81,15,74,0,61,73,38,64,66
0,0,23,81,15,78,0,62,64,35,65,75
0,0,19,81,15,79,0,62,63,31,67,61
0,0,18,81,15,80,0,61,58,32,76,57
0,0,20,81,15,81,0,60,52,29,71,61
0,0,9,81,15,80,0,59,56,22,63,27
0,0,2,80,15,79,0,59,68,15,67,6
0,0,1,80,15,76,0,59,88,13,24,3
0,0,0,80,15,70,0,60,98,20,12,0
0,0,0,80,15,68,0,60,102,23,10,0
0,0,0,80,15,69,0,62,105,17,12,0
0,0,0,80,15,67,0,62,117,14,14,0
0,0,0,80,15,67,0,62,117,13,8,0
0,0,0,80,15,68,0,63,116,14,12,0
0,0,0,80,15,69,0,63,116,3,39,0
0,0,0,80,15,69,0,63,117,5,21,0
0,0,0,79,15,67,0,62,122,1,42,0
0,0,0,79,15,67,0,61,123,6,33,0
0,0,0,80,15,68,0,61,117,14,31,0
0,0,0,80,15,65,0,60,123,13,19,0
0,0,0,79,15,65,0,60,124,10,26,0
0,0,0,79,15,67,0,61,121,13,26,1
0,0,1,80,15,68,0,61,119,6,44,8
0,0,7,79,15,72,0,61,102,31,53,29
0,0,19,79,15,75,0,61,79,47,56,70
0,0,25,79,15,78,0,61,63,39,54,82
0,0,8,79,15,77,0,60,67,27,57,29
0,0,15,79,15,79,0,59,62,26,65,48
0,0,6,79,15,77,0,59,73,29,53,22
0,0,8,79,15,77,0,59,64,32,60,26
0,0,4,79,15,75,0,59,77,28,58,13
0,0,1,79,15,72,0,60,88,9,69,5
0,0,0,79,15,69,0,60,98,13,17,0
0,0,0,78,15,69,0,61,100,10,7,0
0,0,0,79,15,67,0,61,104,14,8,0
0,0,0,78,15,68,0,62,105,14,30,0
0,0,0,79,15,68,0,62,108,9,69,0
0,0,0,79,15,67,0,62,111,11,73,0
0,0,0,79,15,66,0,62,113,11,77,0
0,0,0,79,15,65,0,62,116,12,61,0
0,0,0,79,15,65,0,62,116,3,73,0
0,0,0,78,15,65,0,63,114,14,58,0
0,0,0,79,15,65,0,63,117,9,63,0
0,0,0,78,15,65,0,63,115,11,53,0
0,0,0,79,15,65,0,64,114,15,53,0
0,0,0,78,15,65,0,64,115,15,66,0
0,0,1,79,15,67,0,66,111,30,61,5
0,0,2,78,15,68,0,67,107,35,65,8
0,0,16,78,15,73,0,67,90,45,56,63
0,0,15,78,15,73,0,67,87,44,63,59
0,0,22,79,15,73,0,67,81,46,56,84
0,0,24,78,15,75,0,67,71,43,58,87
0,0,7,78,15,70,0,66,93,31,54,31
0,0,1,78,15,67,0,67,107,17,55,5
0,0,1,78,15,67,0,67,110,16,55,4
0,0,0,78,15,67,0,68,110,23,61,1
0,0,0,78,15,67,0,68,106,30,59,0
0,0,0,78,15,68,0,69,104,26,56,0
0,0,0,78,15,68,0,69,104,30,58,0
0,0,0,78,15,69,0,70,100,29,53,0
0,0,0,78,15,69,0,69,99,28,59,0
0,0,0,78,15,69,0,69,99,35,66,0
0,0,0,78,15,69,0,69,95,39,58,0
0,0,0,78,15,69,0,68,92,38,63,0
0,0,0,78,15,68,0,69,90,38,60,0
0,0,0,78,15,68,0,68,94,28,58,0
0,0,0,78,15,69,0,68,97,23,52,0
0,0,0,78,15,68,0,69,101,18,44,0
0,0,0,78,15,68,0,69,104,16,39,0
0,0,0,78,15,67,0,69,110,14,36,1
0,0,2,78,15,71,0,69,99,21,55,7
0,0,8,78,15,74,0,68,85,26,62,29
0,0,17,78,15,76,0,68,78,34,62,62
0,0,22,78,15,79,0,68,72,32,57,72
0,0,26,78,15,83,0,67,63,31,58,77
0,0,28,78,15,85,0,65,55,29,58,77
0,0,24,78,15,85,0,64,54,34,54,65
0,0,4,78,15,84,0,62,67,34,53,11
0,0,2,78,15,83,0,61,68,33,42,5
0,0,1,78,15,81,0,60,75,19,33,3
0,0,0,78,15,77,0,59,90,22,11,0
0,0,0,78,15,76,0,59,95,22,10,0
0,0,0,78,15,74,0,58,100,21,11,0
0,0,0,78,15,73,0,57,105,19,21,0
0,0,0,78,15,74,0,55,103,28,31,0
0,0,0,78,15,79,0,54,93,35,42,0
0,0,0,78,15,79,0,54,95,36,39,0
0,0,0,78,15,79,0,51,95,24,38,0
0,0,0,78,15,82,0,48,89,39,40,0
0,0,0,78,15,82,0,46,85,50,35,0
